Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
28630,Illinois,US,2/6/2020,0,0
28631,Illinois,US,2/7/2020,0,0
28632,Illinois,US,2/8/2020,0,0
28633,Illinois,US,2/9/2020,0,0
28634,Illinois,US,2/10/2020,0,0
28635,Illinois,US,2/11/2020,0,0
28636,Illinois,US,2/12/2020,0,0
28637,Illinois,US,2/13/2020,0,0
28638,Illinois,US,2/14/2020,0,0
28639,Illinois,US,2/15/2020,0,0
28640,Illinois,US,2/16/2020,0,0
28641,Illinois,US,2/17/2020,0,0
28642,Illinois,US,2/18/2020,0,0
28643,Illinois,US,2/19/2020,0,0
28644,Illinois,US,2/20/2020,0,0
28645,Illinois,US,2/21/2020,0,0
28646,Illinois,US,2/22/2020,0,0
28647,Illinois,US,2/23/2020,0,0
28648,Illinois,US,2/24/2020,0,0
28649,Illinois,US,2/25/2020,0,0
28650,Illinois,US,2/26/2020,0,0
28651,Illinois,US,2/27/2020,0,0
28652,Illinois,US,2/28/2020,0,0
28653,Illinois,US,2/29/2020,0,0
28654,Illinois,US,3/1/2020,0,0
28655,Illinois,US,3/2/2020,0,0
28656,Illinois,US,3/3/2020,0,0
28657,Illinois,US,3/4/2020,0,0
28658,Illinois,US,3/5/2020,0,0
28659,Illinois,US,3/6/2020,0,0
28660,Illinois,US,3/7/2020,0,0
28661,Illinois,US,3/8/2020,0,0
28662,Illinois,US,3/9/2020,0,0
28663,Illinois,US,3/10/2020,12,0
28664,Illinois,US,3/11/2020,25,0
28665,Illinois,US,3/12/2020,32,0
28666,Illinois,US,3/13/2020,46,0
28667,Illinois,US,3/14/2020,64,0
28668,Illinois,US,3/15/2020,93,0
28669,Illinois,US,3/16/2020,105,0
28670,Illinois,US,3/17/2020,161,1
28671,Illinois,US,3/18/2020,162,1
28672,Illinois,US,3/19/2020,422,4
28673,Illinois,US,3/20/2020,585,5
28674,Illinois,US,3/21/2020,753,6
28675,Illinois,US,3/22/2020,1049,9
28676,Illinois,US,3/23/2020,1285,12
28677,Illinois,US,3/24/2020,1537,16
28678,Illinois,US,3/25/2020,1865,19
28679,Illinois,US,3/26/2020,2538,26
28680,Illinois,US,3/27/2020,3024,34
28681,Illinois,US,3/28/2020,3491,47
28682,Illinois,US,3/29/2020,4596,66
28683,Illinois,US,3/30/2020,5056,73
28684,Illinois,US,3/31/2020,5994,99
28685,Illinois,US,4/1/2020,6980,141
28686,Illinois,US,4/2/2020,7695,163
28687,Illinois,US,4/3/2020,8904,210
28688,Illinois,US,4/4/2020,10357,244
28689,Illinois,US,4/5/2020,11259,274
28690,Illinois,US,4/6/2020,12262,307
28691,Illinois,US,4/7/2020,12271,308
28692,Illinois,US,4/8/2020,15078,462
28693,Illinois,US,4/9/2020,15079,462
28694,Illinois,US,4/10/2020,17887,597
28695,Illinois,US,4/11/2020,19180,677
28696,Illinois,US,4/12/2020,20852,720
28697,Illinois,US,4/13/2020,22025,798
28698,Illinois,US,4/14/2020,23248,868
28699,Illinois,US,4/15/2020,24593,949
28700,Illinois,US,4/16/2020,25734,1072
28701,Illinois,US,4/17/2020,27578,1132
28702,Illinois,US,4/18/2020,29160,1259
28703,Illinois,US,4/19/2020,30357,1290
28704,Illinois,US,4/20/2020,31513,1349
28705,Illinois,US,4/21/2020,33059,1468
28706,Illinois,US,4/22/2020,35107,1565
28707,Illinois,US,4/23/2020,36937,1688
28708,Illinois,US,4/24/2020,39658,1795
28709,Illinois,US,4/25/2020,41777,1875
28710,Illinois,US,4/26/2020,43903,1933
28711,Illinois,US,4/27/2020,45883,1983
28712,Illinois,US,4/28/2020,48102,2125
28713,Illinois,US,4/29/2020,50358,2215
28714,Illinois,US,4/30/2020,52918,2355
28715,Illinois,US,5/1/2020,56055,2457
28716,Illinois,US,5/2/2020,58505,2559
28717,Illinois,US,5/3/2020,61499,2618
28718,Illinois,US,5/4/2020,63777,2659
28719,Illinois,US,5/5/2020,65889,2834
28720,Illinois,US,5/6/2020,68232,2974
28721,Illinois,US,5/7/2020,70871,3111
28722,Illinois,US,5/8/2020,73760,3241
28723,Illinois,US,5/9/2020,76085,3349
28729,Indiana,US,1/22/2020,0,0
28730,Indiana,US,1/23/2020,0,0
28731,Indiana,US,1/24/2020,0,0
28732,Indiana,US,1/25/2020,0,0
28733,Indiana,US,1/26/2020,0,0
28734,Indiana,US,1/27/2020,0,0
28735,Indiana,US,1/28/2020,0,0
28736,Indiana,US,1/29/2020,0,0
28737,Indiana,US,1/30/2020,0,0
28738,Indiana,US,1/31/2020,0,0
28739,Indiana,US,2/1/2020,0,0
28740,Indiana,US,2/2/2020,0,0
28741,Indiana,US,2/3/2020,0,0
28742,Indiana,US,2/4/2020,0,0
28743,Indiana,US,2/5/2020,0,0
28744,Indiana,US,2/6/2020,0,0
28745,Indiana,US,2/7/2020,0,0
28746,Indiana,US,2/8/2020,0,0
28747,Indiana,US,2/9/2020,0,0
28748,Indiana,US,2/10/2020,0,0
28749,Indiana,US,2/11/2020,0,0
28750,Indiana,US,2/12/2020,0,0
28751,Indiana,US,2/13/2020,0,0
28752,Indiana,US,2/14/2020,0,0
28753,Indiana,US,2/15/2020,0,0
28754,Indiana,US,2/16/2020,0,0
28755,Indiana,US,2/17/2020,0,0
28756,Indiana,US,2/18/2020,0,0
28757,Indiana,US,2/19/2020,0,0
28758,Indiana,US,2/20/2020,0,0
28759,Indiana,US,2/21/2020,0,0
28760,Indiana,US,2/22/2020,0,0
28761,Indiana,US,2/23/2020,0,0
28762,Indiana,US,2/24/2020,0,0
28763,Indiana,US,2/25/2020,0,0
28764,Indiana,US,2/26/2020,0,0
28765,Indiana,US,2/27/2020,0,0
28766,Indiana,US,2/28/2020,0,0
28767,Indiana,US,2/29/2020,0,0
28768,Indiana,US,3/1/2020,0,0
28769,Indiana,US,3/2/2020,0,0
28770,Indiana,US,3/3/2020,0,0
28771,Indiana,US,3/4/2020,0,0
28772,Indiana,US,3/5/2020,0,0
28773,Indiana,US,3/6/2020,0,0
28774,Indiana,US,3/7/2020,0,0
28775,Indiana,US,3/8/2020,0,0
28776,Indiana,US,3/9/2020,0,0
28777,Indiana,US,3/10/2020,6,0
28778,Indiana,US,3/11/2020,11,0
28779,Indiana,US,3/12/2020,13,0
28780,Indiana,US,3/13/2020,13,0
28781,Indiana,US,3/14/2020,16,0
28782,Indiana,US,3/15/2020,20,0
28783,Indiana,US,3/16/2020,25,1
28784,Indiana,US,3/17/2020,30,2
28785,Indiana,US,3/18/2020,39,2
28786,Indiana,US,3/19/2020,60,2
28787,Indiana,US,3/20/2020,86,2
28788,Indiana,US,3/21/2020,128,4
28789,Indiana,US,3/22/2020,204,6
28790,Indiana,US,3/23/2020,270,7
28791,Indiana,US,3/24/2020,368,12
28792,Indiana,US,3/25/2020,477,14
28793,Indiana,US,3/26/2020,645,17
28794,Indiana,US,3/27/2020,979,25
28795,Indiana,US,3/28/2020,1233,31
28796,Indiana,US,3/29/2020,1513,32
28797,Indiana,US,3/30/2020,1786,35
28798,Indiana,US,3/31/2020,2158,49
28799,Indiana,US,4/1/2020,2564,65
28800,Indiana,US,4/2/2020,3038,78
28801,Indiana,US,4/3/2020,3437,102
28802,Indiana,US,4/4/2020,3953,116
28803,Indiana,US,4/5/2020,4411,127
28804,Indiana,US,4/6/2020,4956,143
28805,Indiana,US,4/7/2020,5510,173
28806,Indiana,US,4/8/2020,5943,203
28807,Indiana,US,4/9/2020,6351,245
28808,Indiana,US,4/10/2020,6907,300
28809,Indiana,US,4/11/2020,7435,330
28810,Indiana,US,4/12/2020,7928,343
28811,Indiana,US,4/13/2020,8359,350
28812,Indiana,US,4/14/2020,8527,387
28813,Indiana,US,4/15/2020,8960,436
28814,Indiana,US,4/16/2020,9542,477
28815,Indiana,US,4/17/2020,10154,522
28816,Indiana,US,4/18/2020,10641,545
28817,Indiana,US,4/19/2020,11211,562
28818,Indiana,US,4/20/2020,11688,577
28819,Indiana,US,4/21/2020,12097,635
28820,Indiana,US,4/22/2020,12438,666
28821,Indiana,US,4/23/2020,13039,706
28822,Indiana,US,4/24/2020,13681,741
28823,Indiana,US,4/25/2020,14399,786
28824,Indiana,US,4/26/2020,15012,813
28825,Indiana,US,4/27/2020,15961,844
28826,Indiana,US,4/28/2020,16588,901
28827,Indiana,US,4/29/2020,17182,964
28828,Indiana,US,4/30/2020,17835,1114
28829,Indiana,US,5/1/2020,18630,1175
28830,Indiana,US,5/2/2020,19295,1115
28831,Indiana,US,5/3/2020,19933,1132
28832,Indiana,US,5/4/2020,20507,1151
28833,Indiana,US,5/5/2020,21033,1211
28834,Indiana,US,5/6/2020,21870,1377
28835,Indiana,US,5/7/2020,22503,1414
28836,Indiana,US,5/8/2020,23146,1447
28837,Indiana,US,5/9/2020,23732,1490
28843,Iowa,US,1/22/2020,0,0
28844,Iowa,US,1/23/2020,0,0
28845,Iowa,US,1/24/2020,0,0
28846,Iowa,US,1/25/2020,0,0
28847,Iowa,US,1/26/2020,0,0
28848,Iowa,US,1/27/2020,0,0
28849,Iowa,US,1/28/2020,0,0
28850,Iowa,US,1/29/2020,0,0
28851,Iowa,US,1/30/2020,0,0
28852,Iowa,US,1/31/2020,0,0
28853,Iowa,US,2/1/2020,0,0
28854,Iowa,US,2/2/2020,0,0
28855,Iowa,US,2/3/2020,0,0
28856,Iowa,US,2/4/2020,0,0
28857,Iowa,US,2/5/2020,0,0
28858,Iowa,US,2/6/2020,0,0
28859,Iowa,US,2/7/2020,0,0
28860,Iowa,US,2/8/2020,0,0
28861,Iowa,US,2/9/2020,0,0
28862,Iowa,US,2/10/2020,0,0
28863,Iowa,US,2/11/2020,0,0
28864,Iowa,US,2/12/2020,0,0
28865,Iowa,US,2/13/2020,0,0
28866,Iowa,US,2/14/2020,0,0
28867,Iowa,US,2/15/2020,0,0
28868,Iowa,US,2/16/2020,0,0
28869,Iowa,US,2/17/2020,0,0
28870,Iowa,US,2/18/2020,0,0
28871,Iowa,US,2/19/2020,0,0
28872,Iowa,US,2/20/2020,0,0
28873,Iowa,US,2/21/2020,0,0
28874,Iowa,US,2/22/2020,0,0
28875,Iowa,US,2/23/2020,0,0
28876,Iowa,US,2/24/2020,0,0
28877,Iowa,US,2/25/2020,0,0
28878,Iowa,US,2/26/2020,0,0
28879,Iowa,US,2/27/2020,0,0
28880,Iowa,US,2/28/2020,0,0
28881,Iowa,US,2/29/2020,0,0
28882,Iowa,US,3/1/2020,0,0
28883,Iowa,US,3/2/2020,0,0
28884,Iowa,US,3/3/2020,0,0
28885,Iowa,US,3/4/2020,0,0
28886,Iowa,US,3/5/2020,0,0
28887,Iowa,US,3/6/2020,0,0
28888,Iowa,US,3/7/2020,0,0
28889,Iowa,US,3/8/2020,0,0
28890,Iowa,US,3/9/2020,0,0
28891,Iowa,US,3/10/2020,8,0
28892,Iowa,US,3/11/2020,13,0
28893,Iowa,US,3/12/2020,16,0
28894,Iowa,US,3/13/2020,17,0
28895,Iowa,US,3/14/2020,17,0
28896,Iowa,US,3/15/2020,18,0
28897,Iowa,US,3/16/2020,23,0
28898,Iowa,US,3/17/2020,23,0
28899,Iowa,US,3/18/2020,29,0
28900,Iowa,US,3/19/2020,44,0
28901,Iowa,US,3/20/2020,45,0
28902,Iowa,US,3/21/2020,68,0
28903,Iowa,US,3/22/2020,90,0
28904,Iowa,US,3/23/2020,105,0
28905,Iowa,US,3/24/2020,124,0
28906,Iowa,US,3/25/2020,146,1
28907,Iowa,US,3/26/2020,179,1
28908,Iowa,US,3/27/2020,235,3
28909,Iowa,US,3/28/2020,298,3
28910,Iowa,US,3/29/2020,336,4
28911,Iowa,US,3/30/2020,424,6
28912,Iowa,US,3/31/2020,497,7
28913,Iowa,US,4/1/2020,547,9
28914,Iowa,US,4/2/2020,614,11
28915,Iowa,US,4/3/2020,699,11
28916,Iowa,US,4/4/2020,787,14
28917,Iowa,US,4/5/2020,869,18
28918,Iowa,US,4/6/2020,946,25
28919,Iowa,US,4/7/2020,1046,25
28920,Iowa,US,4/8/2020,1145,27
28921,Iowa,US,4/9/2020,1270,29
28922,Iowa,US,4/10/2020,1388,31
28923,Iowa,US,4/11/2020,1510,34
28924,Iowa,US,4/12/2020,1587,41
28925,Iowa,US,4/13/2020,1710,41
28926,Iowa,US,4/14/2020,1899,49
28927,Iowa,US,4/15/2020,1995,53
28928,Iowa,US,4/16/2020,2141,60
28929,Iowa,US,4/17/2020,2332,64
28930,Iowa,US,4/18/2020,2513,74
28931,Iowa,US,4/19/2020,2902,75
28932,Iowa,US,4/20/2020,3159,79
28933,Iowa,US,4/21/2020,3641,83
28934,Iowa,US,4/22/2020,3748,90
28935,Iowa,US,4/23/2020,3924,96
28936,Iowa,US,4/24/2020,4445,107
28937,Iowa,US,4/25/2020,5092,112
28938,Iowa,US,4/26/2020,5476,118
28939,Iowa,US,4/27/2020,5868,127
28940,Iowa,US,4/28/2020,6376,136
28941,Iowa,US,4/29/2020,6843,148
28942,Iowa,US,4/30/2020,7145,162
28943,Iowa,US,5/1/2020,7884,170
28944,Iowa,US,5/2/2020,8643,175
28945,Iowa,US,5/3/2020,9175,184
28946,Iowa,US,5/4/2020,9703,188
28947,Iowa,US,5/5/2020,10111,207
28948,Iowa,US,5/6/2020,10404,219
28949,Iowa,US,5/7/2020,11059,231
28950,Iowa,US,5/8/2020,11457,243
28951,Iowa,US,5/9/2020,11671,252
28957,Kansas,US,1/22/2020,0,0
28958,Kansas,US,1/23/2020,0,0
28959,Kansas,US,1/24/2020,0,0
28960,Kansas,US,1/25/2020,0,0
28961,Kansas,US,1/26/2020,0,0
28962,Kansas,US,1/27/2020,0,0
28963,Kansas,US,1/28/2020,0,0
28964,Kansas,US,1/29/2020,0,0
28965,Kansas,US,1/30/2020,0,0
28966,Kansas,US,1/31/2020,0,0
28967,Kansas,US,2/1/2020,0,0
28968,Kansas,US,2/2/2020,0,0
28969,Kansas,US,2/3/2020,0,0
28970,Kansas,US,2/4/2020,0,0
28971,Kansas,US,2/5/2020,0,0
28972,Kansas,US,2/6/2020,0,0
28973,Kansas,US,2/7/2020,0,0
28974,Kansas,US,2/8/2020,0,0
28975,Kansas,US,2/9/2020,0,0
28976,Kansas,US,2/10/2020,0,0
28977,Kansas,US,2/11/2020,0,0
28978,Kansas,US,2/12/2020,0,0
28979,Kansas,US,2/13/2020,0,0
28980,Kansas,US,2/14/2020,0,0
28981,Kansas,US,2/15/2020,0,0
28982,Kansas,US,2/16/2020,0,0
28983,Kansas,US,2/17/2020,0,0
28984,Kansas,US,2/18/2020,0,0
28985,Kansas,US,2/19/2020,0,0
28986,Kansas,US,2/20/2020,0,0
28987,Kansas,US,2/21/2020,0,0
28988,Kansas,US,2/22/2020,0,0
28989,Kansas,US,2/23/2020,0,0
28990,Kansas,US,2/24/2020,0,0
28991,Kansas,US,2/25/2020,0,0
28992,Kansas,US,2/26/2020,0,0
28993,Kansas,US,2/27/2020,0,0
28994,Kansas,US,2/28/2020,0,0
28995,Kansas,US,2/29/2020,0,0
28996,Kansas,US,3/1/2020,0,0
28997,Kansas,US,3/2/2020,0,0
28998,Kansas,US,3/3/2020,0,0
28999,Kansas,US,3/4/2020,0,0
29000,Kansas,US,3/5/2020,0,0
29001,Kansas,US,3/6/2020,0,0
29002,Kansas,US,3/7/2020,0,0
29003,Kansas,US,3/8/2020,0,0
29004,Kansas,US,3/9/2020,0,0
29005,Kansas,US,3/10/2020,1,0
29006,Kansas,US,3/11/2020,1,0
29007,Kansas,US,3/12/2020,1,0
29008,Kansas,US,3/13/2020,5,1
29009,Kansas,US,3/14/2020,8,1
29010,Kansas,US,3/15/2020,8,1
29011,Kansas,US,3/16/2020,11,1
29012,Kansas,US,3/17/2020,18,1
29013,Kansas,US,3/18/2020,18,1
29014,Kansas,US,3/19/2020,34,1
29015,Kansas,US,3/20/2020,44,1
29016,Kansas,US,3/21/2020,57,2
29017,Kansas,US,3/22/2020,65,2
29018,Kansas,US,3/23/2020,84,2
29019,Kansas,US,3/24/2020,100,2
29020,Kansas,US,3/25/2020,134,3
29021,Kansas,US,3/26/2020,172,3
29022,Kansas,US,3/27/2020,206,4
29023,Kansas,US,3/28/2020,266,4
29024,Kansas,US,3/29/2020,330,7
29025,Kansas,US,3/30/2020,372,8
29026,Kansas,US,3/31/2020,434,9
29027,Kansas,US,4/1/2020,485,10
29028,Kansas,US,4/2/2020,553,12
29029,Kansas,US,4/3/2020,629,18
29030,Kansas,US,4/4/2020,698,21
29031,Kansas,US,4/5/2020,751,22
29032,Kansas,US,4/6/2020,849,25
29033,Kansas,US,4/7/2020,912,29
29034,Kansas,US,4/8/2020,1046,34
29035,Kansas,US,4/9/2020,1116,42
29036,Kansas,US,4/10/2020,1117,42
29037,Kansas,US,4/11/2020,1275,55
29038,Kansas,US,4/12/2020,1344,56
29039,Kansas,US,4/13/2020,1390,62
29040,Kansas,US,4/14/2020,1441,69
29041,Kansas,US,4/15/2020,1504,71
29042,Kansas,US,4/16/2020,1615,80
29043,Kansas,US,4/17/2020,1730,82
29044,Kansas,US,4/18/2020,1821,85
29045,Kansas,US,4/19/2020,1905,93
29046,Kansas,US,4/20/2020,2048,102
29047,Kansas,US,4/21/2020,2164,109
29048,Kansas,US,4/22/2020,2331,112
29049,Kansas,US,4/23/2020,2721,113
29050,Kansas,US,4/24/2020,2959,118
29051,Kansas,US,4/25/2020,3135,120
29052,Kansas,US,4/26/2020,3277,121
29053,Kansas,US,4/27/2020,3473,126
29054,Kansas,US,4/28/2020,3652,127
29055,Kansas,US,4/29/2020,3839,134
29056,Kansas,US,4/30/2020,4413,134
29057,Kansas,US,5/1/2020,4634,140
29058,Kansas,US,5/2/2020,4885,142
29059,Kansas,US,5/3/2020,5156,144
29060,Kansas,US,5/4/2020,5383,156
29061,Kansas,US,5/5/2020,5648,161
29062,Kansas,US,5/6/2020,5993,164
29063,Kansas,US,5/7/2020,6332,165
29064,Kansas,US,5/8/2020,6667,168
29065,Kansas,US,5/9/2020,6829,174
29071,Kentucky,US,1/22/2020,0,0
29072,Kentucky,US,1/23/2020,0,0
29073,Kentucky,US,1/24/2020,0,0
29074,Kentucky,US,1/25/2020,0,0
29075,Kentucky,US,1/26/2020,0,0
29076,Kentucky,US,1/27/2020,0,0
29077,Kentucky,US,1/28/2020,0,0
29078,Kentucky,US,1/29/2020,0,0
29079,Kentucky,US,1/30/2020,0,0
29080,Kentucky,US,1/31/2020,0,0
29081,Kentucky,US,2/1/2020,0,0
29082,Kentucky,US,2/2/2020,0,0
29083,Kentucky,US,2/3/2020,0,0
29084,Kentucky,US,2/4/2020,0,0
29085,Kentucky,US,2/5/2020,0,0
29086,Kentucky,US,2/6/2020,0,0
29087,Kentucky,US,2/7/2020,0,0
29088,Kentucky,US,2/8/2020,0,0
29089,Kentucky,US,2/9/2020,0,0
29090,Kentucky,US,2/10/2020,0,0
29091,Kentucky,US,2/11/2020,0,0
29092,Kentucky,US,2/12/2020,0,0
29093,Kentucky,US,2/13/2020,0,0
29094,Kentucky,US,2/14/2020,0,0
29095,Kentucky,US,2/15/2020,0,0
29096,Kentucky,US,2/16/2020,0,0
29097,Kentucky,US,2/17/2020,0,0
29098,Kentucky,US,2/18/2020,0,0
29099,Kentucky,US,2/19/2020,0,0
29100,Kentucky,US,2/20/2020,0,0
29101,Kentucky,US,2/21/2020,0,0
29102,Kentucky,US,2/22/2020,0,0
29103,Kentucky,US,2/23/2020,0,0
29104,Kentucky,US,2/24/2020,0,0
29105,Kentucky,US,2/25/2020,0,0
29106,Kentucky,US,2/26/2020,0,0
29107,Kentucky,US,2/27/2020,0,0
29108,Kentucky,US,2/28/2020,0,0
29109,Kentucky,US,2/29/2020,0,0
29110,Kentucky,US,3/1/2020,0,0
29111,Kentucky,US,3/2/2020,0,0
29112,Kentucky,US,3/3/2020,0,0
29113,Kentucky,US,3/4/2020,0,0
29114,Kentucky,US,3/5/2020,0,0
29115,Kentucky,US,3/6/2020,0,0
29116,Kentucky,US,3/7/2020,0,0
29117,Kentucky,US,3/8/2020,0,0
29118,Kentucky,US,3/9/2020,0,0
29119,Kentucky,US,3/10/2020,6,0
29120,Kentucky,US,3/11/2020,8,0
29121,Kentucky,US,3/12/2020,10,0
29122,Kentucky,US,3/13/2020,14,0
29123,Kentucky,US,3/14/2020,14,0
29124,Kentucky,US,3/15/2020,20,0
29125,Kentucky,US,3/16/2020,21,1
29126,Kentucky,US,3/17/2020,26,1
29127,Kentucky,US,3/18/2020,27,1
29128,Kentucky,US,3/19/2020,37,2
29129,Kentucky,US,3/20/2020,47,2
29130,Kentucky,US,3/21/2020,87,3
29131,Kentucky,US,3/22/2020,103,3
29132,Kentucky,US,3/23/2020,123,4
29133,Kentucky,US,3/24/2020,162,4
29134,Kentucky,US,3/25/2020,197,5
29135,Kentucky,US,3/26/2020,247,5
29136,Kentucky,US,3/27/2020,301,7
29137,Kentucky,US,3/28/2020,380,9
29138,Kentucky,US,3/29/2020,438,9
29139,Kentucky,US,3/30/2020,479,11
29140,Kentucky,US,3/31/2020,628,11
29141,Kentucky,US,4/1/2020,632,18
29142,Kentucky,US,4/2/2020,770,31
29143,Kentucky,US,4/3/2020,770,34
29144,Kentucky,US,4/4/2020,917,40
29145,Kentucky,US,4/5/2020,955,45
29146,Kentucky,US,4/6/2020,955,45
29147,Kentucky,US,4/7/2020,1149,65
29148,Kentucky,US,4/8/2020,1149,65
29149,Kentucky,US,4/9/2020,1341,73
29150,Kentucky,US,4/10/2020,1693,90
29151,Kentucky,US,4/11/2020,1693,90
29152,Kentucky,US,4/12/2020,1963,97
29153,Kentucky,US,4/13/2020,2018,113
29154,Kentucky,US,4/14/2020,2048,106
29155,Kentucky,US,4/15/2020,2210,115
29156,Kentucky,US,4/16/2020,2435,129
29157,Kentucky,US,4/17/2020,2522,137
29158,Kentucky,US,4/18/2020,2707,144
29159,Kentucky,US,4/19/2020,2960,146
29160,Kentucky,US,4/20/2020,3050,154
29161,Kentucky,US,4/21/2020,3204,171
29162,Kentucky,US,4/22/2020,3378,185
29163,Kentucky,US,4/23/2020,3479,191
29164,Kentucky,US,4/24/2020,3779,200
29165,Kentucky,US,4/25/2020,3915,205
29166,Kentucky,US,4/26/2020,4085,208
29167,Kentucky,US,4/27/2020,4156,213
29168,Kentucky,US,4/28/2020,4375,225
29169,Kentucky,US,4/29/2020,4537,234
29170,Kentucky,US,4/30/2020,4708,240
29171,Kentucky,US,5/1/2020,4882,246
29172,Kentucky,US,5/2/2020,4879,248
29173,Kentucky,US,5/3/2020,5130,253
29174,Kentucky,US,5/4/2020,5245,261
29175,Kentucky,US,5/5/2020,5822,275
29176,Kentucky,US,5/6/2020,5934,283
29177,Kentucky,US,5/7/2020,6129,294
29178,Kentucky,US,5/8/2020,6288,298
29179,Kentucky,US,5/9/2020,6440,304
29185,Louisiana,US,1/22/2020,0,0
29186,Louisiana,US,1/23/2020,0,0
29187,Louisiana,US,1/24/2020,0,0
29188,Louisiana,US,1/25/2020,0,0
29189,Louisiana,US,1/26/2020,0,0
29190,Louisiana,US,1/27/2020,0,0
29191,Louisiana,US,1/28/2020,0,0
29192,Louisiana,US,1/29/2020,0,0
29193,Louisiana,US,1/30/2020,0,0
29194,Louisiana,US,1/31/2020,0,0
29195,Louisiana,US,2/1/2020,0,0
29196,Louisiana,US,2/2/2020,0,0
29197,Louisiana,US,2/3/2020,0,0
29198,Louisiana,US,2/4/2020,0,0
29199,Louisiana,US,2/5/2020,0,0
29200,Louisiana,US,2/6/2020,0,0
29201,Louisiana,US,2/7/2020,0,0
29202,Louisiana,US,2/8/2020,0,0
29203,Louisiana,US,2/9/2020,0,0
29204,Louisiana,US,2/10/2020,0,0
29205,Louisiana,US,2/11/2020,0,0
29206,Louisiana,US,2/12/2020,0,0
29207,Louisiana,US,2/13/2020,0,0
29208,Louisiana,US,2/14/2020,0,0
29209,Louisiana,US,2/15/2020,0,0
29210,Louisiana,US,2/16/2020,0,0
29211,Louisiana,US,2/17/2020,0,0
29212,Louisiana,US,2/18/2020,0,0
29213,Louisiana,US,2/19/2020,0,0
29214,Louisiana,US,2/20/2020,0,0
29215,Louisiana,US,2/21/2020,0,0
29216,Louisiana,US,2/22/2020,0,0
29217,Louisiana,US,2/23/2020,0,0
29218,Louisiana,US,2/24/2020,0,0
29219,Louisiana,US,2/25/2020,0,0
29220,Louisiana,US,2/26/2020,0,0
29221,Louisiana,US,2/27/2020,0,0
29222,Louisiana,US,2/28/2020,0,0
29223,Louisiana,US,2/29/2020,0,0
29224,Louisiana,US,3/1/2020,0,0
29225,Louisiana,US,3/2/2020,0,0
29226,Louisiana,US,3/3/2020,0,0
29227,Louisiana,US,3/4/2020,0,0
29228,Louisiana,US,3/5/2020,0,0
29229,Louisiana,US,3/6/2020,0,0
29230,Louisiana,US,3/7/2020,0,0
29231,Louisiana,US,3/8/2020,0,0
29232,Louisiana,US,3/9/2020,0,0
29233,Louisiana,US,3/10/2020,1,0
29234,Louisiana,US,3/11/2020,6,0
29235,Louisiana,US,3/12/2020,19,0
29236,Louisiana,US,3/13/2020,36,0
29237,Louisiana,US,3/14/2020,77,1
29238,Louisiana,US,3/15/2020,91,2
29239,Louisiana,US,3/16/2020,136,3
29240,Louisiana,US,3/17/2020,196,4
29241,Louisiana,US,3/18/2020,257,4
29242,Louisiana,US,3/19/2020,392,10
29243,Louisiana,US,3/20/2020,538,14
29244,Louisiana,US,3/21/2020,585,16
29245,Louisiana,US,3/22/2020,837,20
29246,Louisiana,US,3/23/2020,1172,35
29247,Louisiana,US,3/24/2020,1388,46
29248,Louisiana,US,3/25/2020,1795,65
29249,Louisiana,US,3/26/2020,2304,83
29250,Louisiana,US,3/27/2020,2744,119
29251,Louisiana,US,3/28/2020,3315,137
29252,Louisiana,US,3/29/2020,3540,151
29253,Louisiana,US,3/30/2020,4025,185
29254,Louisiana,US,3/31/2020,5237,239
29255,Louisiana,US,4/1/2020,6424,273
29256,Louisiana,US,4/2/2020,9149,310
29257,Louisiana,US,4/3/2020,10297,370
29258,Louisiana,US,4/4/2020,12496,409
29259,Louisiana,US,4/5/2020,13010,477
29260,Louisiana,US,4/6/2020,14867,512
29261,Louisiana,US,4/7/2020,16284,582
29262,Louisiana,US,4/8/2020,17030,652
29263,Louisiana,US,4/9/2020,18283,702
29264,Louisiana,US,4/10/2020,19253,755
29265,Louisiana,US,4/11/2020,20014,806
29266,Louisiana,US,4/12/2020,20595,840
29267,Louisiana,US,4/13/2020,21016,884
29268,Louisiana,US,4/14/2020,21518,1013
29269,Louisiana,US,4/15/2020,21951,1103
29270,Louisiana,US,4/16/2020,22532,1156
29271,Louisiana,US,4/17/2020,23118,1213
29272,Louisiana,US,4/18/2020,23580,1267
29273,Louisiana,US,4/19/2020,23928,1296
29274,Louisiana,US,4/20/2020,24523,1328
29275,Louisiana,US,4/21/2020,24854,1405
29276,Louisiana,US,4/22/2020,25258,1473
29277,Louisiana,US,4/23/2020,25739,1599
29278,Louisiana,US,4/24/2020,26140,1660
29279,Louisiana,US,4/25/2020,26512,1707
29280,Louisiana,US,4/26/2020,26773,1729
29281,Louisiana,US,4/27/2020,27068,1740
29282,Louisiana,US,4/28/2020,27286,1801
29283,Louisiana,US,4/29/2020,27660,1845
29284,Louisiana,US,4/30/2020,28001,1905
29285,Louisiana,US,5/1/2020,28711,1970
29286,Louisiana,US,5/2/2020,29140,1993
29287,Louisiana,US,5/3/2020,29340,2012
29288,Louisiana,US,5/4/2020,29673,2064
29289,Louisiana,US,5/5/2020,29996,2115
29290,Louisiana,US,5/6/2020,30399,2167
29291,Louisiana,US,5/7/2020,30652,2208
29292,Louisiana,US,5/8/2020,30855,2227
29293,Louisiana,US,5/9/2020,31417,2267
29299,Maine,US,1/22/2020,0,0
