Geo#Country#Contintent,ConfirmedCases,Fatalities,LogConfirmed,LogFatalities,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31
Jamaica-#Jamaica#Americas,36.0,1.0,3.6109179126442243,0.6931471805599453,0.074,0.134,0.061,0.0,0.163,0.0,0.095,0.205,0.0,0.0,0.138,0.063,0.114,0.0,
Japan-#Japan#Asia,1953.0,56.0,7.577633832602728,4.04305126783455,0.012,0.039,0.041,0.045,0.089,0.024,0.056,0.091,0.059,0.057,0.143,0.097,0.0,0.046,
Jordan-#Jordan#Asia,274.0,5.0,5.616771097666572,1.791759469228055,0.415,0.278,0.206,0.0,0.273,0.125,0.191,0.11,0.208,0.103,0.046,0.051,0.034,0.022,
Kazakhstan-#Kazakhstan#Asia,343.0,3.0,5.840641657373398,1.3862943611198906,0.057,0.223,0.105,0.077,0.122,0.032,0.147,0.116,0.312,0.299,0.416,0.219,0.061,0.127,
Kenya-#Kenya#Africa,59.0,1.0,4.0943445622221,0.6931471805599453,0.0,0.693,0.0,0.0,0.693,0.061,0.425,0.109,0.098,0.0,0.198,0.098,0.171,0.163,
Korea South-#Korea South#Asia,9786.0,162.0,9.18881025342582,5.093750200806762,0.011,0.018,0.01,0.017,0.018,0.0,0.008,0.011,0.011,0.01,0.016,0.011,0.008,0.013,
Kuwait-#Kuwait#Asia,289.0,0.0,5.66988092298052,0.0,0.088,0.041,0.071,0.101,0.066,0.005,0.01,0.021,0.064,0.078,0.043,0.081,0.042,0.083,
Kyrgyzstan-#Kyrgyzstan#Asia,107.0,0.0,4.68213122712422,0.0,1.386,0.0,0.56,0.762,0.0,0.125,0.928,0.045,0.0,0.271,0.0,0.365,0.111,0.128,
Laos-#Laos#Asia,9.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099,0.288,0.56,0.0,0.251,0.0,0.0,0.105,
Latvia-#Latvia#Europe,398.0,0.0,5.988961416889864,0.0,0.365,0.189,0.253,0.11,0.113,0.257,0.09,0.114,0.099,0.137,0.085,0.129,0.08,0.057,
Lebanon-#Lebanon#Asia,470.0,12.0,6.154858094016418,2.5649493574615367,0.102,0.165,0.037,0.137,0.281,0.074,0.174,0.046,0.1,0.06,0.052,0.061,0.018,0.052,
Liberia-#Liberia#Africa,3.0,0.0,1.3862943611198906,0.0,0.405,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Libya-#Libya#Africa,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.693,0.811,0.0,0.201,
Liechtenstein-#Liechtenstein#Europe,68.0,0.0,4.23410650459726,0.0,1.288,0.0,0.0,0.27,0.0,0.314,0.0,0.0,0.092,0.0,0.0,0.0,0.1,0.091,
Lithuania-#Lithuania#Europe,537.0,8.0,6.2878585601617845,2.1972245773362196,0.074,0.279,0.301,0.519,0.539,0.223,0.154,0.27,0.087,0.18,0.096,0.155,0.065,0.089,
Luxembourg-#Luxembourg#Europe,2178.0,23.0,7.68662133494462,3.1780538303479458,0.369,0.499,0.367,0.325,0.175,0.092,0.228,0.193,0.086,0.099,0.132,0.063,0.019,0.091,
Madagascar-#Madagascar#Africa,57.0,0.0,4.060443010546419,0.0,0.0,0.0,1.386,0.0,0.0,1.179,0.325,0.105,0.182,0.118,0.0,0.393,0.095,0.276,
Malaysia-#Malaysia#Asia,2766.0,43.0,7.925518979786926,3.784189633918261,0.16,0.13,0.135,0.138,0.099,0.15,0.067,0.101,0.123,0.062,0.071,0.063,0.061,0.052,
Maldives-#Maldives#Asia,18.0,0.0,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.057,0.0,0.054,
Mali-#Mali#Africa,28.0,2.0,3.367295829986474,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099,0.511,0.875,0.46,0.0,0.314,0.109,
Malta-#Malta#Europe,169.0,0.0,5.135798437050262,0.0,0.0,0.325,0.185,0.13,0.207,0.171,0.027,0.158,0.038,0.036,0.069,0.013,0.032,0.08,
Mauritania-#Mauritania#Africa,6.0,1.0,1.9459101490553132,0.6931471805599453,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.405,0.0,0.0,0.154,
Mauritius-#Mauritius#Africa,143.0,5.0,4.969813299576001,1.791759469228055,1.386,0.0,1.179,0.143,0.659,0.244,0.15,0.131,0.515,0.147,0.081,0.047,0.178,0.11,
Mexico-#Mexico#Americas,1094.0,28.0,6.9985096422506015,3.367295829986474,0.124,0.236,0.327,0.212,0.211,0.229,0.149,0.098,0.159,0.208,0.203,0.168,0.158,0.097,
Moldova-#Moldova#Europe,353.0,4.0,5.869296913133774,1.6094379124341003,0.0,0.478,0.293,0.19,0.159,0.147,0.136,0.174,0.171,0.117,0.148,0.129,0.124,0.169,
Monaco-#Monaco#Europe,52.0,1.0,3.970291913552122,0.6931471805599453,0.0,0.0,0.405,0.0,0.693,0.0,0.0,0.288,0.061,0.235,0.0,0.089,0.062,0.058,
Mongolia-#Mongolia#Asia,12.0,0.0,2.5649493574615367,0.0,0.154,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.087,0.0,0.08,0.0,0.0,0.0,
Montenegro-#Montenegro#Europe,109.0,2.0,4.700480365792417,1.0986122886681098,0.0,0.288,1.322,0.0,0.383,0.241,0.539,0.099,0.278,0.17,0.024,0.012,0.067,0.179,
Morocco-#Morocco#Africa,617.0,36.0,6.42648845745769,3.6109179126442243,0.248,0.247,0.198,0.218,0.179,0.216,0.172,0.279,0.2,0.226,0.152,0.175,0.149,0.104,
Mozambique-#Mozambique#Africa,8.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.693,0.405,0.288,0.0,0.118,0.0,0.0,0.0,
Namibia-#Namibia#Africa,11.0,0.0,2.4849066497880004,0.0,0.0,0.288,0.0,0.0,0.0,0.223,0.47,0.0,0.118,0.0,0.0,0.288,0.0,0.0,
Nepal-#Nepal#Asia,5.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.0,0.288,0.0,0.223,0.182,0.0,0.0,0.0,
Netherlands-#Netherlands#Europe,12595.0,1039.0,9.441134582220915,6.946975992135418,0.185,0.182,0.196,0.193,0.146,0.122,0.158,0.143,0.147,0.146,0.126,0.107,0.078,0.069,
Netherlands-Aruba#Netherlands#Europe,55.0,0.0,4.02535169073515,0.0,0.223,0.0,0.182,0.0,0.511,0.0,0.262,0.325,0.477,0.159,0.324,0.082,0.0,0.094,
Netherlands-Curacao#Netherlands#Europe,11.0,1.0,2.4849066497880004,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.223,0.336,0.0,0.0,0.251,0.0,0.0,0.288,0.0,
Netherlands-Sint Maarten#Netherlands#Europe,6.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.693,0.0,0.0,0.405,0.0,0.288,0.0,0.0,0.0,0.56,0.0,0.0,
New Zealand-#New Zealand#Oceania,647.0,1.0,6.473890696352274,0.6931471805599453,0.48,0.323,0.322,0.281,0.664,0.0,0.415,0.278,0.321,0.262,0.203,0.13,0.136,0.094,
Nicaragua-#Nicaragua#Americas,5.0,1.0,1.791759469228055,0.6931471805599453,0.0,0.693,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.511,0.0,0.0,0.182,
Niger-#Niger#Africa,27.0,3.0,3.332204510175204,1.3862943611198906,0.0,0.0,0.693,0.0,0.405,0.288,0.0,0.693,0.318,0.0,0.0,0.547,0.388,0.0,
Nigeria-#Nigeria#Africa,135.0,2.0,4.912654885736052,1.0986122886681098,0.811,0.0,0.368,0.571,0.298,0.28,0.093,0.145,0.238,0.073,0.237,0.219,0.164,0.03,
North Macedonia-#North Macedonia#Europe,329.0,9.0,5.799092654460526,2.302585092994046,0.288,0.308,0.328,0.235,0.299,0.166,0.084,0.178,0.126,0.085,0.095,0.072,0.095,0.143,
Norway-#Norway#Europe,4641.0,39.0,8.442900586834382,3.6888794541139363,0.058,0.119,0.092,0.101,0.119,0.094,0.088,0.074,0.088,0.108,0.067,0.065,0.037,0.043,
Oman-#Oman#Asia,192.0,1.0,5.262690188904886,0.6931471805599453,0.47,0.203,0.0,0.078,0.055,0.179,0.238,0.163,0.095,0.182,0.148,0.094,0.069,0.07,
Pakistan-#Pakistan#Asia,1938.0,26.0,7.569927655242652,3.295836866004329,0.236,0.417,0.098,0.376,0.061,0.12,0.105,0.089,0.122,0.134,0.085,0.066,0.072,0.121,
Panama-#Panama#Americas,1181.0,30.0,7.074963197966044,3.4339872044851463,0.217,0.235,0.227,0.376,0.446,0.097,0.0,0.249,0.23,0.189,0.154,0.136,0.093,0.177,
Papua New Guinea-#Papua New Guinea#Oceania,1.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Paraguay-#Paraguay#Americas,65.0,3.0,4.189654742026425,1.3862943611198906,0.182,0.0,0.154,0.305,0.191,0.0,0.197,0.305,0.1,0.233,0.073,0.051,0.08,0.015,
Peru-#Peru#Americas,1065.0,30.0,6.97166860472579,3.4339872044851463,0.213,0.476,0.0,0.306,0.132,0.084,0.052,0.143,0.189,0.09,0.055,0.239,0.109,0.114,
Philippines-#Philippines#Asia,2084.0,88.0,7.642524134232902,4.48863636973214,0.077,0.071,0.058,0.288,0.213,0.195,0.178,0.141,0.106,0.127,0.291,0.277,0.086,0.298,
Poland-#Poland#Europe,2311.0,33.0,7.7458682297922685,3.5263605246161616,0.053,0.346,0.18,0.232,0.168,0.166,0.185,0.154,0.15,0.129,0.165,0.128,0.099,0.117,
Portugal-#Portugal#Europe,7443.0,160.0,8.915163617762142,5.081404364984463,0.0,0.56,0.262,0.227,0.223,0.253,0.137,0.237,0.168,0.186,0.192,0.143,0.072,0.15,
Qatar-#Qatar#Asia,781.0,2.0,6.661854740545311,1.0986122886681098,0.029,0.018,0.021,0.023,0.027,0.014,0.049,0.021,0.022,0.023,0.049,0.072,0.089,0.119,
Romania-#Romania#Europe,2245.0,82.0,7.716906135298388,4.418840607796598,0.344,0.063,0.106,0.175,0.165,0.285,0.32,0.132,0.127,0.227,0.117,0.223,0.15,0.062,
Russia-#Russia#Europe,2337.0,17.0,7.757051142032013,2.8903717578961645,0.252,0.301,0.239,0.19,0.181,0.176,0.122,0.284,0.244,0.209,0.199,0.193,0.18,0.241,
Rwanda-#Rwanda#Africa,75.0,0.0,4.330733340286331,0.0,0.118,0.0,0.693,0.0,0.105,0.615,0.103,0.024,0.194,0.076,0.104,0.152,0.0,0.068,
Saint Kitts and Nevis-#Saint Kitts and Nevis#Americas,8.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099,0.0,0.0,0.0,0.0,0.981,0.118,
Saint Lucia-#Saint Lucia#Americas,13.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.916,0.0,0.336,
Saint Vincent and the Grenadines-#Saint Vincent and the Grenadines#Americas,1.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
San Marino-#San Marino#Europe,236.0,26.0,5.4680601411351315,3.295836866004329,0.087,0.0,0.189,0.0,0.194,0.066,0.0,0.106,0.0,0.069,0.004,0.0,0.026,0.026,
Saudi Arabia-#Saudi Arabia#Asia,1563.0,10.0,7.355001921105257,2.3978952727983707,0.0,0.469,0.227,0.13,0.265,0.095,0.311,0.16,0.117,0.087,0.086,0.077,0.112,0.073,
Senegal-#Senegal#Africa,175.0,0.0,5.170483995038151,0.0,0.17,0.0,0.198,0.208,0.348,0.163,0.084,0.139,0.058,0.124,0.088,0.088,0.131,0.077,
Serbia-#Serbia#Europe,900.0,16.0,6.803505257608338,2.833213344056216,0.241,0.214,0.268,0.235,0.26,0.114,0.196,0.236,0.0,0.174,0.365,0.117,0.058,0.137,
Seychelles-#Seychelles#Africa,10.0,0.0,2.3978952727983707,0.0,0.0,0.336,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.201,
Singapore-#Singapore#Asia,926.0,3.0,6.831953565565855,1.3862943611198906,0.162,0.097,0.109,0.115,0.052,0.112,0.092,0.123,0.079,0.069,0.091,0.051,0.041,0.052,
Slovakia-#Slovakia#Europe,363.0,1.0,5.8971538676367405,0.6931471805599453,0.373,0.157,0.107,0.26,0.038,0.005,0.092,0.057,0.045,0.173,0.082,0.072,0.068,0.077,
Slovenia-#Slovenia#Europe,802.0,15.0,6.688354713946762,2.772588722239781,0.0,0.039,0.175,0.116,0.078,0.065,0.082,0.095,0.062,0.117,0.079,0.065,0.035,0.059,
Somalia-#Somalia#Africa,5.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.288,0.0,0.0,0.0,0.405,
South Africa-#South Africa#Africa,1353.0,5.0,7.21081845347222,1.791759469228055,0.619,0.255,0.296,0.172,0.132,0.382,0.32,0.246,0.268,0.233,0.014,0.075,0.035,0.02,
Spain-#Spain#Europe,95923.0,8464.0,11.471311490249764,9.043695294567236,0.169,0.256,0.128,0.218,0.126,0.2,0.127,0.216,0.154,0.129,0.108,0.09,0.093,0.087,
Sri Lanka-#Sri Lanka#Asia,143.0,2.0,4.969813299576001,1.0986122886681098,0.145,0.16,0.193,0.053,0.062,0.166,0.05,0.0,0.038,0.0,0.063,0.034,0.041,0.158,
Sudan-#Sudan#Africa,7.0,2.0,2.0794415416798357,1.0986122886681098,0.405,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.405,0.154,0.0,0.134,
Suriname-#Suriname#Americas,9.0,0.0,2.302585092994046,0.0,0.0,0.0,0.916,0.0,0.182,0.0,0.288,0.118,0.0,0.0,0.0,0.0,0.0,0.105,
Sweden-#Sweden#Europe,4435.0,180.0,8.397508348470257,5.198497031265826,0.072,0.118,0.13,0.073,0.093,0.056,0.111,0.1,0.117,0.078,0.116,0.071,0.085,0.096,
Switzerland-#Switzerland#Europe,16605.0,433.0,9.717519354821976,6.073044534100405,0.115,0.297,0.262,0.217,0.128,0.163,0.116,0.098,0.081,0.09,0.085,0.052,0.071,0.042,
Syria-#Syria#Asia,10.0,2.0,2.3978952727983707,1.0986122886681098,0.0,0.0,0.0,0.0,0.693,0.0,0.0,1.099,0.0,0.0,0.0,0.511,0.095,0.0,
Taiwan*-#Taiwan*#Asia,322.0,5.0,5.777652323222656,1.791759469228055,0.258,0.076,0.221,0.124,0.099,0.142,0.097,0.089,0.07,0.058,0.058,0.051,0.026,0.051,
Tanzania-#Tanzania#Africa,19.0,1.0,2.995732273553991,0.6931471805599453,0.693,0.56,0.0,0.0,0.619,0.0,0.0,0.0,0.074,0.0,0.069,0.0,0.288,0.0,
Thailand-#Thailand#Asia,1651.0,10.0,7.409741954080923,2.3978952727983707,0.18,0.248,0.168,0.243,0.376,0.185,0.137,0.122,0.112,0.083,0.092,0.109,0.093,0.08,
Timor-Leste-#Timor-Leste#Asia,1.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Togo-#Togo#Africa,34.0,1.0,3.5553480614894135,0.6931471805599453,0.0,0.0,1.609,0.531,0.0,0.111,0.1,0.134,0.0,0.08,0.0,0.0,0.176,0.121,
Trinidad and Tobago-#Trinidad and Tobago#Americas,87.0,3.0,4.477336814478207,1.3862943611198906,0.288,0.223,0.0,1.609,0.02,0.019,0.109,0.05,0.079,0.015,0.113,0.052,0.049,0.058,
Tunisia-#Tunisia#Africa,394.0,10.0,5.978885764901122,2.3978952727983707,0.182,0.288,0.318,0.104,0.22,0.169,0.245,0.414,0.129,0.141,0.202,0.115,0.0,0.233,
Turkey-#Turkey#Asia,13531.0,214.0,9.512812529900598,5.3706380281276624,0.724,0.668,0.623,0.623,0.612,0.213,0.202,0.262,0.4,0.451,0.262,0.219,0.161,0.223,
US-Alabama#US#Americas,987.0,23.0,6.895682697747868,3.1780538303479458,0.161,0.519,0.061,0.452,0.18,0.221,0.21,0.452,0.305,0.127,0.167,0.173,0.086,0.093,
US-Alaska#US#Americas,119.0,3.0,4.787491742782046,1.3862943611198906,0.56,0.357,0.262,0.208,0.272,0.389,0.121,0.182,0.305,0.034,0.377,0.18,0.11,0.043,
US-Arizona#US#Americas,1289.0,24.0,7.162397497355718,3.2188758248682006,0.288,0.496,0.541,0.41,0.251,0.433,0.326,0.206,0.236,0.269,0.15,0.173,0.23,0.108,
US-Arkansas#US#Americas,523.0,8.0,6.261491684321042,2.1972245773362196,0.391,0.617,0.432,0.237,0.3,0.151,0.131,0.245,0.179,0.128,0.071,0.041,0.104,0.1,
US-California#US#Americas,8210.0,173.0,9.01322999770879,5.159055299214529,0.073,0.237,0.212,0.147,0.188,0.247,0.186,0.167,0.263,0.178,0.09,0.138,0.199,0.14,
US-Colorado#US#Americas,2966.0,69.0,7.995306620290822,4.248495242049359,0.139,0.407,0.27,0.072,0.415,0.175,0.027,0.345,0.337,0.002,0.194,0.282,0.002,0.249,
US-Connecticut#US#Americas,3128.0,69.0,8.048468743668883,4.248495242049359,0.0,0.841,0.198,0.0,0.52,0.238,0.397,0.347,0.145,0.243,0.166,0.268,0.255,0.196,
US-Delaware#US#Americas,319.0,10.0,5.768320995793772,2.3978952727983707,0.163,0.438,0.23,0.165,0.214,0.191,0.42,0.134,0.088,0.225,0.271,0.08,0.129,0.189,
US-District of Columbia#US#Americas,495.0,9.0,6.206575926724928,2.302585092994046,0.33,0.248,0.563,0.08,0.278,0.161,0.16,0.281,0.21,0.159,0.115,0.117,0.159,0.21,
US-Florida#US#Americas,6741.0,85.0,8.816111895794005,4.454347296253507,0.373,0.283,0.3,0.157,0.421,0.2,0.14,0.175,0.337,0.207,0.26,0.121,0.254,0.208,
US-Georgia#US#Americas,3929.0,111.0,8.276394704863307,4.718498871295094,0.308,0.365,0.38,0.188,0.202,0.217,0.284,0.195,0.201,0.271,0.168,0.114,0.058,0.336,
US-Guam#US#Americas,69.0,2.0,4.248495242049359,1.0986122886681098,0.405,0.773,0.143,0.065,0.56,0.069,0.095,0.141,0.191,0.123,0.074,0.018,0.034,0.171,
US-Hawaii#US#Americas,204.0,1.0,5.3230099791384085,0.6931471805599453,0.31,0.125,0.463,0.342,0.351,0.054,0.468,0.011,0.043,0.108,0.338,0.0,0.16,0.153,
US-Idaho#US#Americas,515.0,8.0,6.246106765481563,2.1972245773362196,0.105,0.182,0.693,0.433,0.15,0.473,0.173,0.115,0.469,0.337,0.132,0.182,0.19,0.414,
US-Illinois#US#Americas,5994.0,99.0,8.698681067461614,4.605170185988092,0.006,0.954,0.326,0.252,0.331,0.203,0.179,0.193,0.308,0.175,0.144,0.275,0.095,0.17,
US-Indiana#US#Americas,2158.0,49.0,7.677400430514807,3.912023005428146,0.255,0.422,0.355,0.394,0.463,0.279,0.309,0.259,0.301,0.417,0.23,0.204,0.166,0.189,
US-Iowa#US#Americas,497.0,7.0,6.210600077024653,2.0794415416798357,0.223,0.405,0.022,0.405,0.277,0.153,0.165,0.162,0.203,0.271,0.237,0.12,0.232,0.159,
US-Kansas#US#Americas,434.0,9.0,6.075346031088684,2.302585092994046,0.0,0.611,0.251,0.254,0.129,0.253,0.172,0.29,0.248,0.179,0.255,0.215,0.119,0.154,
US-Kentucky#US#Americas,628.0,11.0,6.444131256700441,2.4849066497880004,0.036,0.305,0.234,0.606,0.167,0.176,0.273,0.195,0.225,0.197,0.266,0.108,0.089,0.27,
US-Louisiana#US#Americas,5237.0,239.0,8.563695025067657,5.480638923341991,0.27,0.421,0.316,0.084,0.358,0.336,0.169,0.257,0.25,0.175,0.189,0.066,0.128,0.263,
US-Maine#US#Americas,303.0,5.0,5.717027701406222,1.791759469228055,0.265,0.209,0.073,0.22,0.237,0.182,0.097,0.184,0.087,0.08,0.227,0.181,0.083,0.097,
US-Maryland#US#Americas,1660.0,18.0,7.415175109613295,2.9444389791664403,0.343,0.228,0.329,0.257,0.233,0.172,0.185,0.197,0.315,0.284,0.25,0.219,0.131,0.161,
US-Massachusetts#US#Americas,6620.0,89.0,8.798001694924846,4.499809670330265,0.0,0.407,0.23,0.239,0.207,0.184,0.399,0.461,0.274,0.293,0.273,0.152,0.149,0.141,
US-Michigan#US#Americas,7615.0,259.0,8.938006576471201,5.560681631015528,0.241,1.383,0.501,0.355,0.272,0.25,0.299,0.247,0.214,0.245,0.246,0.166,0.169,0.159,
US-Minnesota#US#Americas,629.0,12.0,6.4457198193855785,2.5649493574615367,0.246,0.143,0.254,0.181,0.189,0.336,0.109,0.091,0.184,0.14,0.107,0.131,0.135,0.088,
US-Mississippi#US#Americas,937.0,20.0,6.843749949006225,3.044522437723423,0.464,0.376,0.463,0.554,0.389,0.184,0.25,0.163,0.251,0.177,0.135,0.135,0.11,0.101,
US-Missouri#US#Americas,1357.0,15.0,7.213768308118642,2.772588722239781,0.46,0.521,0.523,0.329,0.16,0.759,0.317,0.319,0.384,0.247,0.227,0.09,0.138,0.255,
US-Montana#US#Americas,198.0,5.0,5.293304824724492,1.791759469228055,0.182,0.0,0.288,0.318,0.464,0.0,0.396,0.238,0.321,0.19,0.167,0.176,0.104,0.146,
US-Nebraska#US#Americas,172.0,3.0,5.153291594497779,1.3862943611198906,0.128,0.182,0.236,0.026,0.288,0.0,0.253,0.072,0.041,0.101,0.156,0.117,0.292,0.17,
US-Nevada#US#Americas,1114.0,26.0,7.016609683894219,3.295836866004329,0.0,0.521,0.181,0.343,0.165,0.253,0.126,0.15,0.262,0.243,0.155,0.385,0.095,0.096,
US-New Hampshire#US#Americas,357.0,3.0,5.8805329864007,1.3862943611198906,0.0,0.511,0.0,0.219,0.292,0.307,0.0,0.066,0.236,0.142,0.168,0.134,0.382,0.128,
US-New Jersey#US#Americas,18696.0,267.0,9.836118362165275,5.5909869805108565,0.0,1.02,0.182,0.399,0.366,0.396,0.256,0.18,0.446,0.25,0.231,0.185,0.217,0.117,
US-New Mexico#US#Americas,315.0,4.0,5.755742213586912,1.6094379124341003,0.0,0.405,0.201,0.0,0.276,0.37,0.184,0.121,0.0,0.184,0.422,0.13,0.0,0.283,
US-New York#US#Americas,75833.0,1550.0,11.23630201987518,7.346655163176539,0.38,0.765,0.437,0.343,0.3,0.279,0.207,0.183,0.205,0.17,0.155,0.129,0.111,0.129,
US-North Carolina#US#Americas,1535.0,12.0,7.336936913707618,2.5649493574615367,0.088,0.558,0.333,0.384,0.186,0.146,0.337,0.175,0.223,0.184,0.14,0.155,0.097,0.156,
US-North Dakota#US#Americas,122.0,3.0,4.812184355372417,1.3862943611198906,0.56,0.999,0.051,0.372,0.0,0.067,0.177,0.218,0.123,0.283,0.32,0.041,0.105,0.112,
US-Ohio#US#Americas,2199.0,55.0,7.696212639346407,4.02535169073515,0.246,0.322,0.372,0.358,0.36,0.218,0.246,0.216,0.209,0.27,0.212,0.162,0.156,0.129,
US-Oklahoma#US#Americas,568.0,23.0,6.343880434126331,3.1780538303479458,0.0,0.811,0.105,0.077,0.231,0.187,0.266,0.433,0.412,0.26,0.157,0.129,0.114,0.166,
US-Oregon#US#Americas,690.0,18.0,6.53813982376767,2.9444389791664403,0.029,0.255,0.256,0.0,0.343,0.17,0.094,0.235,0.172,0.274,0.141,0.134,0.1,0.13,
US-Pennsylvania#US#Americas,4963.0,63.0,8.509967146324497,4.1588830833596715,0.303,0.302,0.384,0.267,0.25,0.315,0.304,0.286,0.354,0.267,0.193,0.188,0.191,0.178,
US-Puerto Rico#US#Americas,239.0,8.0,5.480638923341991,2.1972245773362196,0.0,0.0,0.916,0.383,0.087,0.288,0.223,0.262,0.223,0.208,0.233,0.237,0.313,0.316,
US-Rhode Island#US#Americas,488.0,8.0,6.192362489474872,2.1972245773362196,0.348,0.28,0.201,0.197,0.226,0.242,0.155,0.062,0.222,0.206,0.163,0.206,0.327,0.179,
US-South Carolina#US#Americas,1083.0,22.0,6.988413181999592,3.1354942159291497,0.0,0.536,0.437,0.303,0.136,0.417,0.137,0.214,0.0,0.245,0.197,0.159,0.178,0.158,
US-South Dakota#US#Americas,108.0,1.0,4.6913478822291435,0.6931471805599453,0.0,0.0,0.223,0.0,0.383,0.276,0.067,0.304,0.112,0.227,0.157,0.277,0.114,0.066,
US-Tennessee#US#Americas,2391.0,23.0,7.779885115070522,3.1780538303479458,0.065,0.661,0.412,0.464,0.308,0.195,0.229,0.171,0.18,0.183,0.137,0.129,0.108,0.221,
US-Texas#US#Americas,3809.0,54.0,8.245384468120747,4.007333185232471,0.45,0.405,0.414,0.388,0.101,0.164,0.231,0.252,0.24,0.214,0.237,0.129,0.12,0.191,
US-Utah#US#Americas,888.0,5.0,6.790097235513905,1.791759469228055,0.0,0.443,0.0,0.526,0.174,0.459,0.147,0.131,0.152,0.175,0.243,0.179,0.11,0.099,
US-Vermont#US#Americas,293.0,13.0,5.683579767338681,2.6390573296152584,0.379,0.191,0.266,0.0,0.569,0.36,0.234,0.272,0.233,0.151,0.136,0.107,0.085,0.135,
US-Virgin Islands#US#Americas,30.0,0.0,3.4339872044851463,0.0,0.0,0.288,0.0,0.0,0.56,0.134,0.811,0.0,0.0,0.105,0.14,0.0,0.0,0.298,
US-Virginia#US#Americas,1249.0,27.0,7.1308988302963465,3.332204510175204,0.137,0.248,0.207,0.244,0.342,0.143,0.142,0.3,0.162,0.264,0.198,0.184,0.136,0.202,
US-Washington#US#Americas,5432.0,225.0,8.600246746551523,5.420534999272286,0.0,0.246,0.102,0.162,0.108,0.106,0.047,0.107,0.213,0.081,0.148,0.102,0.098,0.098,
US-West Virginia#US#Americas,162.0,1.0,5.093750200806762,0.6931471805599453,0.0,0.405,0.981,0.118,0.636,0.0,0.302,0.553,0.281,0.374,0.231,0.161,0.247,0.11,
US-Wisconsin#US#Americas,1412.0,25.0,7.253470382684528,3.258096538021482,0.242,0.543,0.262,0.308,0.3,0.109,0.124,0.255,0.159,0.24,0.13,0.098,0.055,0.138,
US-Wyoming#US#Americas,109.0,0.0,4.700480365792417,0.0,0.288,0.172,0.051,0.182,0.118,0.0,0.105,0.405,0.182,0.274,0.156,0.047,0.088,0.147,
Uganda-#Uganda#Africa,44.0,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,0.693,0.0,1.609,0.0,0.405,0.0,0.47,0.256,0.092,0.0,0.28,
Ukraine-#Ukraine#Europe,645.0,17.0,6.470799503782602,2.8903717578961645,0.0,0.125,0.568,0.47,0.433,0.0,0.281,0.399,0.3,0.457,0.138,0.288,0.143,0.163,
United Arab Emirates-#United Arab Emirates#Asia,664.0,6.0,6.499787040655854,1.9459101490553132,0.141,0.213,0.0,0.088,0.0,0.256,0.224,0.294,0.0,0.195,0.144,0.197,0.069,0.083,
United Kingdom-#United Kingdom#Europe,25150.0,1789.0,10.132652936168832,7.489970898834801,0.298,0.024,0.393,0.231,0.124,0.157,0.194,0.165,0.202,0.221,0.161,0.133,0.126,0.127,
United Kingdom-Bermuda#United Kingdom#Europe,32.0,0.0,3.4965075614664802,0.0,0.0,1.099,0.0,0.0,0.847,0.0,0.0,0.134,0.693,0.118,0.0,0.245,0.197,0.164,
