,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,D1Confirm,D2Confirm,D1Fatalities,D2Fatalities,DaySince,LockDownDate1,Group,SeniorPopulation,SeniorMalePopulation,PublicTransportaionE,PublicTransportationP,MeanTravelTime,Household,Income,FoodStamp,NoHealthIns,PovertyLevel,DeclaredDate,ReopenDate,PartialReopen,StateFactor,KGroup1,KG1Sum,KGroup2,lat,lon,continent,population,area,density
864,Delaware,US,3/29/2020,232,6,18,-33,1,-2,5,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
865,Delaware,US,3/30/2020,264,6,32,14,0,-1,6,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
866,Delaware,US,3/31/2020,319,10,55,23,4,4,7,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
867,Delaware,US,4/1/2020,368,11,49,-6,1,-3,8,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
868,Delaware,US,4/2/2020,393,12,25,-24,1,0,9,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
869,Delaware,US,4/3/2020,450,14,57,32,2,1,10,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
870,Delaware,US,4/4/2020,593,14,143,86,0,-2,11,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
871,Delaware,US,4/5/2020,673,14,80,-63,0,0,12,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
872,Delaware,US,4/6/2020,783,15,110,30,1,1,13,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
873,Delaware,US,4/7/2020,928,16,145,35,1,0,14,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
874,Delaware,US,4/8/2020,1116,19,188,43,3,2,15,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
875,Delaware,US,4/9/2020,1209,23,93,-95,4,1,16,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
876,Delaware,US,4/10/2020,1326,32,117,24,9,5,17,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
877,Delaware,US,4/11/2020,1479,33,153,36,1,-8,18,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
878,Delaware,US,4/12/2020,1625,35,146,-7,2,1,19,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
879,Delaware,US,4/13/2020,1758,41,133,-13,6,4,20,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
880,Delaware,US,4/14/2020,1926,43,168,35,2,-4,21,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
881,Delaware,US,4/15/2020,2014,46,88,-80,3,1,22,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
882,Delaware,US,4/16/2020,2070,55,56,-32,9,6,23,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
883,Delaware,US,4/17/2020,2317,61,247,191,6,-3,24,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
884,Delaware,US,4/18/2020,2538,67,221,-26,6,0,25,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
885,Delaware,US,4/19/2020,2538,67,0,-221,0,-6,26,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
886,Delaware,US,4/20/2020,2745,72,207,207,5,5,27,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
887,Delaware,US,4/21/2020,2931,82,186,-21,10,5,28,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
888,Delaware,US,4/22/2020,3200,89,269,83,7,-3,29,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
889,Delaware,US,4/23/2020,3308,92,108,-161,3,-4,30,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
890,Delaware,US,4/24/2020,3442,100,134,26,8,5,31,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
891,Delaware,US,4/25/2020,3576,112,134,0,12,4,32,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
892,Delaware,US,4/26/2020,4034,120,458,324,8,-4,33,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
893,Delaware,US,4/27/2020,4162,125,128,-330,5,-3,34,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
894,Delaware,US,4/28/2020,4575,137,413,285,12,7,35,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
895,Delaware,US,4/29/2020,4655,144,80,-333,7,-5,36,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
896,Delaware,US,4/30/2020,4734,152,79,-1,8,1,37,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
897,Delaware,US,5/1/2020,4918,159,184,105,7,-1,38,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
898,Delaware,US,5/2/2020,5038,168,120,-64,9,2,39,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
899,Delaware,US,5/3/2020,5208,177,170,50,9,0,40,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
900,Delaware,US,5/4/2020,5288,182,80,-90,5,-4,41,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
901,Delaware,US,5/5/2020,5371,187,83,3,5,0,42,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
902,Delaware,US,5/6/2020,5778,193,407,324,6,1,43,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
903,Delaware,US,5/7/2020,5939,202,161,-246,9,3,44,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
904,Delaware,US,5/8/2020,6111,213,172,11,11,2,45,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
905,Delaware,US,5/9/2020,6277,221,166,-6,8,-3,46,3/24/2020,7,167129,91.5,11739,2.6,25.8,65627,86962,41634,56491,11.9,3/12/2020,5/31/2020,0.0,15,1,1,2,39.3185,-75.5071,Americas,973764,6446,151.06
906,Indiana,US,3/10/2020,6,0,6,6,0,0,-14,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
907,Indiana,US,3/11/2020,11,0,5,-1,0,0,-13,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
908,Indiana,US,3/12/2020,13,0,2,-3,0,0,-12,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
909,Indiana,US,3/13/2020,13,0,0,-2,0,0,-11,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
910,Indiana,US,3/14/2020,16,0,3,3,0,0,-10,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
911,Indiana,US,3/15/2020,20,0,4,1,0,0,-9,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
912,Indiana,US,3/16/2020,25,1,5,1,1,1,-8,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
913,Indiana,US,3/17/2020,30,2,5,0,1,0,-7,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
914,Indiana,US,3/18/2020,39,2,9,4,0,-1,-6,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
915,Indiana,US,3/19/2020,60,2,21,12,0,0,-5,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
916,Indiana,US,3/20/2020,86,2,26,5,0,0,-4,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
917,Indiana,US,3/21/2020,128,4,42,16,2,2,-3,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
918,Indiana,US,3/22/2020,204,6,76,34,2,0,-2,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
919,Indiana,US,3/23/2020,270,7,66,-10,1,-1,-1,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
920,Indiana,US,3/24/2020,368,12,98,32,5,4,0,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
921,Indiana,US,3/25/2020,477,14,109,11,2,-3,1,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
922,Indiana,US,3/26/2020,645,17,168,59,3,1,2,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
923,Indiana,US,3/27/2020,979,25,334,166,8,5,3,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
924,Indiana,US,3/28/2020,1233,31,254,-80,6,-2,4,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
925,Indiana,US,3/29/2020,1513,32,280,26,1,-5,5,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
926,Indiana,US,3/30/2020,1786,35,273,-7,3,2,6,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
927,Indiana,US,3/31/2020,2158,49,372,99,14,11,7,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
928,Indiana,US,4/1/2020,2564,65,406,34,16,2,8,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
929,Indiana,US,4/2/2020,3038,78,474,68,13,-3,9,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
930,Indiana,US,4/3/2020,3437,102,399,-75,24,11,10,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
931,Indiana,US,4/4/2020,3953,116,516,117,14,-10,11,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
932,Indiana,US,4/5/2020,4411,127,458,-58,11,-3,12,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
933,Indiana,US,4/6/2020,4956,143,545,87,16,5,13,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
934,Indiana,US,4/7/2020,5510,173,554,9,30,14,14,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
935,Indiana,US,4/8/2020,5943,203,433,-121,30,0,15,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
936,Indiana,US,4/9/2020,6351,245,408,-25,42,12,16,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
937,Indiana,US,4/10/2020,6907,300,556,148,55,13,17,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
938,Indiana,US,4/11/2020,7435,330,528,-28,30,-25,18,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
939,Indiana,US,4/12/2020,7928,343,493,-35,13,-17,19,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
940,Indiana,US,4/13/2020,8359,350,431,-62,7,-6,20,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
941,Indiana,US,4/14/2020,8527,387,168,-263,37,30,21,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
942,Indiana,US,4/15/2020,8960,436,433,265,49,12,22,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
943,Indiana,US,4/16/2020,9542,477,582,149,41,-8,23,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
944,Indiana,US,4/17/2020,10154,522,612,30,45,4,24,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
945,Indiana,US,4/18/2020,10641,545,487,-125,23,-22,25,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
946,Indiana,US,4/19/2020,11211,562,570,83,17,-6,26,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
947,Indiana,US,4/20/2020,11688,577,477,-93,15,-2,27,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
948,Indiana,US,4/21/2020,12097,635,409,-68,58,43,28,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
949,Indiana,US,4/22/2020,12438,666,341,-68,31,-27,29,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
950,Indiana,US,4/23/2020,13039,706,601,260,40,9,30,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
951,Indiana,US,4/24/2020,13681,741,642,41,35,-5,31,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
952,Indiana,US,4/25/2020,14399,786,718,76,45,10,32,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
953,Indiana,US,4/26/2020,15012,813,613,-105,27,-18,33,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
954,Indiana,US,4/27/2020,15961,844,949,336,31,4,34,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
955,Indiana,US,4/28/2020,16588,901,627,-322,57,26,35,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
956,Indiana,US,4/29/2020,17182,964,594,-33,63,6,36,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
957,Indiana,US,4/30/2020,17835,1114,653,59,150,87,37,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
958,Indiana,US,5/1/2020,18630,1175,795,142,61,-89,38,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
959,Indiana,US,5/2/2020,19295,1115,665,-130,-60,-121,39,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,1,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
960,Indiana,US,5/3/2020,19933,1132,638,-27,17,77,40,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,3,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
961,Indiana,US,5/4/2020,20507,1151,574,-64,19,2,41,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,3,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
962,Indiana,US,5/5/2020,21033,1211,526,-48,60,41,42,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,3,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
963,Indiana,US,5/6/2020,21870,1377,837,311,166,106,43,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,3,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
964,Indiana,US,5/7/2020,22503,1414,633,-204,37,-129,44,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,3,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
965,Indiana,US,5/8/2020,23146,1447,643,10,33,-4,45,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,3,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
966,Indiana,US,5/9/2020,23732,1490,586,-57,43,10,46,3/24/2020,7,996063,94.9,31522,1.0,23.6,54325,71912,272666,596543,14.1,,,,16,3,2,1,39.8494,-86.2583,Americas,6732219,94326,71.37
967,Massachusetts,US,3/10/2020,92,0,92,92,0,0,-14,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
968,Massachusetts,US,3/11/2020,95,0,3,-89,0,0,-13,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
969,Massachusetts,US,3/12/2020,108,0,13,10,0,0,-12,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
970,Massachusetts,US,3/13/2020,123,0,15,2,0,0,-11,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
971,Massachusetts,US,3/14/2020,138,0,15,0,0,0,-10,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
972,Massachusetts,US,3/15/2020,164,0,26,11,0,0,-9,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
973,Massachusetts,US,3/16/2020,197,0,33,7,0,0,-8,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
974,Massachusetts,US,3/17/2020,218,0,21,-12,0,0,-7,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
975,Massachusetts,US,3/18/2020,218,0,0,-21,0,0,-6,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
976,Massachusetts,US,3/19/2020,328,0,110,110,0,0,-5,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
977,Massachusetts,US,3/20/2020,413,1,85,-25,1,1,-4,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
978,Massachusetts,US,3/21/2020,525,1,112,27,0,-1,-3,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
979,Massachusetts,US,3/22/2020,646,5,121,9,4,4,-2,3/24/2020,7,1078224,91.8,358143,10.2,29.7,77378,106627,313019,189470,10.8,3/10/2020,5/18/2020,0.0,17,1,2,1,42.2302,-71.5301,Americas,6949503,27336,254.23
