Province_State,Country_Region,Date,ConfirmedCases,Fatalities,D1Confirm,D2Confirm,D1Fatalities,D2Fatalities,DaySince,LockDownDate1,Group,SeniorPopulation,SeniorMalePopulation,PublicTransportaionE,PublicTransportationP,MeanTravelTime,Household,Income,FoodStamp,NoHealthIns,PovertyLevel,DeclaredDate,ReopenDate,PartialReopen,KGroupe,KGroup
Louisiana,US,2020-04-18,23580,1267,462.0,-124.0,54.0,-3.0,26.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-19,23928,1296,348.0,-114.0,29.0,-25.0,27.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-20,24523,1328,595.0,247.0,32.0,3.0,28.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-21,24854,1405,331.0,-264.0,77.0,45.0,29.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-22,25258,1473,404.0,73.0,68.0,-9.0,30.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-23,25739,1599,481.0,77.0,126.0,58.0,31.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-24,26140,1660,401.0,-80.0,61.0,-65.0,32.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-25,26512,1707,372.0,-29.0,47.0,-14.0,33.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-26,26773,1729,261.0,-111.0,22.0,-25.0,34.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-27,27068,1740,295.0,34.0,11.0,-11.0,35.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-28,27286,1801,218.0,-77.0,61.0,50.0,36.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-29,27660,1845,374.0,156.0,44.0,-17.0,37.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-04-30,28001,1905,341.0,-33.0,60.0,16.0,38.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-05-01,28711,1970,710.0,369.0,65.0,5.0,39.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,0
Louisiana,US,2020-05-02,29140,1993,429.0,-281.0,23.0,-42.0,40.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-05-03,29340,2012,200.0,-229.0,19.0,-4.0,41.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-05-04,29673,2064,333.0,133.0,52.0,33.0,42.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-05-05,29996,2115,323.0,-10.0,51.0,-1.0,43.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-05-06,30399,2167,403.0,80.0,52.0,1.0,44.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-05-07,30652,2208,253.0,-150.0,41.0,-11.0,45.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-05-08,30855,2227,203.0,-50.0,19.0,-22.0,46.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Louisiana,US,2020-05-09,31417,2267,562.0,359.0,40.0,21.0,47.0,2020-03-23,6.0,676707.0,93.2,25582.0,1.3,25.5,47942.0,68823.0,271143.0,487112.0,19.4,2020-03-11,2020-05-15,0.0,2.0,2
Ohio,US,2020-03-10,3,0,3.0,3.0,0.0,0.0,-13.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-11,4,0,1.0,-2.0,0.0,0.0,-12.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-12,5,0,1.0,0.0,0.0,0.0,-11.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-13,13,0,8.0,7.0,0.0,0.0,-10.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-14,26,0,13.0,5.0,0.0,0.0,-9.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-15,37,0,11.0,-2.0,0.0,0.0,-8.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-16,50,0,13.0,2.0,0.0,0.0,-7.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-17,67,0,17.0,4.0,0.0,0.0,-6.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-18,86,0,19.0,2.0,0.0,0.0,-5.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-19,119,0,33.0,14.0,0.0,0.0,-4.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-20,173,2,54.0,21.0,2.0,2.0,-3.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-21,248,3,75.0,21.0,1.0,-1.0,-2.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-22,356,3,108.0,33.0,0.0,-1.0,-1.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-23,443,6,87.0,-21.0,3.0,3.0,0.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-24,567,8,124.0,37.0,2.0,-1.0,1.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-25,704,11,137.0,13.0,3.0,1.0,2.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-26,868,15,164.0,27.0,4.0,1.0,3.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-27,1137,19,269.0,105.0,4.0,0.0,4.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-28,1406,25,269.0,0.0,6.0,2.0,5.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-29,1653,29,247.0,-22.0,4.0,-2.0,6.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-30,1933,40,280.0,33.0,11.0,7.0,7.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-03-31,2199,55,266.0,-14.0,15.0,4.0,8.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-01,2547,65,348.0,82.0,10.0,-5.0,9.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-02,2901,81,354.0,6.0,16.0,6.0,10.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-03,3312,91,411.0,57.0,10.0,-6.0,11.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-04,3739,102,427.0,16.0,11.0,1.0,12.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-05,4043,119,304.0,-123.0,17.0,6.0,13.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-06,4453,142,410.0,106.0,23.0,6.0,14.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-07,4782,167,329.0,-81.0,25.0,2.0,15.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-08,5148,193,366.0,37.0,26.0,1.0,16.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-09,5512,213,364.0,-2.0,20.0,-6.0,17.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-10,5878,231,366.0,2.0,18.0,-2.0,18.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-11,6250,247,372.0,6.0,16.0,-2.0,19.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-12,6604,253,354.0,-18.0,6.0,-10.0,20.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-13,6975,274,371.0,17.0,21.0,15.0,21.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-14,7285,324,310.0,-61.0,50.0,29.0,22.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-15,7794,362,509.0,199.0,38.0,-12.0,23.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-16,8414,407,620.0,111.0,45.0,7.0,24.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-17,9107,418,693.0,73.0,11.0,-34.0,25.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,0
Ohio,US,2020-04-18,10222,451,1115.0,422.0,33.0,22.0,26.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,0
Ohio,US,2020-04-19,11602,471,1380.0,265.0,20.0,-13.0,27.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,0
Ohio,US,2020-04-20,12919,509,1317.0,-63.0,38.0,18.0,28.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,0
Ohio,US,2020-04-21,13725,557,806.0,-511.0,48.0,10.0,29.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,0
Ohio,US,2020-04-22,14117,610,392.0,-414.0,53.0,5.0,30.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-23,14694,656,577.0,185.0,46.0,-7.0,31.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-24,15169,690,475.0,-102.0,34.0,-12.0,32.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-25,15587,711,418.0,-57.0,21.0,-13.0,33.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-26,15972,728,385.0,-33.0,17.0,-4.0,34.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-27,16325,753,353.0,-32.0,25.0,8.0,35.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-28,16769,799,444.0,91.0,46.0,21.0,36.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-29,17303,937,534.0,90.0,138.0,92.0,37.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,2
Ohio,US,2020-04-30,18027,976,724.0,190.0,39.0,-99.0,38.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,0
Ohio,US,2020-05-01,18743,1003,716.0,-8.0,27.0,-12.0,39.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,0.0,0
Ohio,US,2020-05-02,19335,1022,592.0,-124.0,19.0,-8.0,40.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,2.0,2
Ohio,US,2020-05-03,19914,1039,579.0,-13.0,17.0,-2.0,41.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,2.0,2
Ohio,US,2020-05-04,20474,1057,560.0,-19.0,18.0,1.0,42.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,2.0,2
Ohio,US,2020-05-05,20969,1135,495.0,-65.0,78.0,60.0,43.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,2.0,2
Ohio,US,2020-05-06,21576,1225,607.0,112.0,90.0,12.0,44.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,2.0,2
Ohio,US,2020-05-07,22131,1271,555.0,-52.0,46.0,-44.0,45.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,2.0,2
Ohio,US,2020-05-08,23016,1306,885.0,330.0,35.0,-11.0,46.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,2.0,0
Ohio,US,2020-05-09,23697,1331,681.0,-204.0,25.0,-10.0,47.0,2020-03-23,6.0,1892861.0,93.7,87570.0,1.6,23.5,54533.0,74109.0,636663.0,743259.0,14.5,2020-03-09,2020-05-29,0.0,2.0,0
Oregon,US,2020-03-10,15,0,15.0,15.0,0.0,0.0,-13.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-11,19,0,4.0,-11.0,0.0,0.0,-12.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-12,24,0,5.0,1.0,0.0,0.0,-11.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-13,30,0,6.0,1.0,0.0,0.0,-10.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-14,32,0,2.0,-4.0,0.0,0.0,-9.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-15,36,1,4.0,2.0,1.0,1.0,-8.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-16,39,1,3.0,-1.0,0.0,-1.0,-7.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-17,66,1,27.0,24.0,0.0,0.0,-6.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-18,68,2,2.0,-25.0,1.0,1.0,-5.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-19,88,3,20.0,18.0,1.0,0.0,-4.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-20,114,3,26.0,6.0,0.0,-1.0,-3.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-21,114,5,0.0,-26.0,2.0,2.0,-2.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-22,161,5,47.0,47.0,0.0,-2.0,-1.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-23,191,5,30.0,-17.0,0.0,0.0,0.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-24,210,8,19.0,-11.0,3.0,3.0,1.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-25,266,10,56.0,37.0,2.0,-1.0,2.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-26,316,11,50.0,-6.0,1.0,-1.0,3.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-27,416,12,100.0,50.0,1.0,0.0,4.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-28,479,13,63.0,-37.0,1.0,0.0,5.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-29,548,13,69.0,6.0,0.0,-1.0,6.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-30,606,16,58.0,-11.0,3.0,3.0,7.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-03-31,690,18,84.0,26.0,2.0,-1.0,8.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-04-01,736,19,46.0,-38.0,1.0,-1.0,9.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-04-02,826,21,90.0,44.0,2.0,1.0,10.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-04-03,899,22,73.0,-17.0,1.0,-1.0,11.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-04-04,899,22,0.0,-73.0,0.0,-1.0,12.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-04-05,1068,27,169.0,169.0,5.0,5.0,13.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-04-06,1068,27,0.0,-169.0,0.0,-5.0,14.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-04-07,1132,29,64.0,64.0,2.0,2.0,15.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
Oregon,US,2020-04-08,1181,33,49.0,-15.0,4.0,2.0,16.0,2020-03-23,6.0,682546.0,96.5,85300.0,4.5,23.7,59393.0,80040.0,266999.0,293690.0,14.1,2020-03-08,2020-05-15,1.0,0.0,2
