Province_State,Country_Region,Date,ConfirmedCases,Fatalities,D1Confirm,D2Confirm,D1Fatalities,D2Fatalities,DaySince,LockDownDate1,Group,SeniorPopulation,SeniorMalePopulation,PublicTransportaionE,PublicTransportationP,MeanTravelTime,Household,Income,FoodStamp,NoHealthIns,PovertyLevel,DeclaredDate,ReopenDate,PartialReopen,StateFactor,KGroup1,KG1Sum,KGroup2
Colorado,US,5/4/2020,16918,851,283,-127,9,-1,39,3/26/2020,5,740638,100,86516,3.1,25.5,68811,92520,168243,441850,10.9,3/10/2020,4/26/2020,0,8,1,2,2
Colorado,US,5/5/2020,17367,903,449,166,52,43,40,3/26/2020,5,740638,100,86516,3.1,25.5,68811,92520,168243,441850,10.9,3/10/2020,4/26/2020,0,8,1,2,2
Colorado,US,5/6/2020,17832,919,465,16,16,-36,41,3/26/2020,5,740638,100,86516,3.1,25.5,68811,92520,168243,441850,10.9,3/10/2020,4/26/2020,0,8,1,2,2
Colorado,US,5/7/2020,18370,944,538,73,25,9,42,3/26/2020,5,740638,100,86516,3.1,25.5,68811,92520,168243,441850,10.9,3/10/2020,4/26/2020,0,8,1,2,2
Colorado,US,5/8/2020,18827,960,457,-81,16,-9,43,3/26/2020,5,740638,100,86516,3.1,25.5,68811,92520,168243,441850,10.9,3/10/2020,4/26/2020,0,8,1,2,2
Colorado,US,5/9/2020,19375,967,548,91,7,-9,44,3/26/2020,5,740638,100,86516,3.1,25.5,68811,92520,168243,441850,10.9,3/10/2020,4/26/2020,0,8,3,2,2
Kentucky,US,3/10/2020,6,0,6,6,0,0,-16,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/11/2020,8,0,2,-4,0,0,-15,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/12/2020,10,0,2,0,0,0,-14,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/13/2020,14,0,4,2,0,0,-13,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/14/2020,14,0,0,-4,0,0,-12,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/15/2020,20,0,6,6,0,0,-11,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/16/2020,21,1,1,-5,1,1,-10,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/17/2020,26,1,5,4,0,-1,-9,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/18/2020,27,1,1,-4,0,0,-8,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/19/2020,37,2,10,9,1,1,-7,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/20/2020,47,2,10,0,0,-1,-6,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/21/2020,87,3,40,30,1,1,-5,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/22/2020,103,3,16,-24,0,-1,-4,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/23/2020,123,4,20,4,1,1,-3,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/24/2020,162,4,39,19,0,-1,-2,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/25/2020,197,5,35,-4,1,1,-1,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/26/2020,247,5,50,15,0,-1,0,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/27/2020,301,7,54,4,2,2,1,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/28/2020,380,9,79,25,2,0,2,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/29/2020,438,9,58,-21,0,-2,3,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/30/2020,479,11,41,-17,2,2,4,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,3/31/2020,628,11,149,108,0,-2,5,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/1/2020,632,18,4,-145,7,7,6,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/2/2020,770,31,138,134,13,6,7,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/3/2020,770,34,0,-138,3,-10,8,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/4/2020,917,40,147,147,6,3,9,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/5/2020,955,45,38,-109,5,-1,10,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/6/2020,955,45,0,-38,0,-5,11,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/7/2020,1149,65,194,194,20,20,12,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/8/2020,1149,65,0,-194,0,-20,13,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/9/2020,1341,73,192,192,8,8,14,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/10/2020,1693,90,352,160,17,9,15,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/11/2020,1693,90,0,-352,0,-17,16,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/12/2020,1963,97,270,270,7,7,17,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/13/2020,2018,113,55,-215,16,9,18,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/14/2020,2048,106,30,-25,-7,-23,19,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/15/2020,2210,115,162,132,9,16,20,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/16/2020,2435,129,225,63,14,5,21,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/17/2020,2522,137,87,-138,8,-6,22,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/18/2020,2707,144,185,98,7,-1,23,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/19/2020,2960,146,253,68,2,-5,24,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/20/2020,3050,154,90,-163,8,6,25,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/21/2020,3204,171,154,64,17,9,26,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/22/2020,3378,185,174,20,14,-3,27,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/23/2020,3479,191,101,-73,6,-8,28,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/24/2020,3779,200,300,199,9,3,29,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/25/2020,3915,205,136,-164,5,-4,30,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/26/2020,4085,208,170,34,3,-2,31,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/27/2020,4156,213,71,-99,5,2,32,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/28/2020,4375,225,219,148,12,7,33,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/29/2020,4537,234,162,-57,9,-3,34,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,4/30/2020,4708,240,171,9,6,-3,35,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/1/2020,4882,246,174,3,6,0,36,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/2/2020,4879,248,-3,-177,2,-4,37,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/3/2020,5130,253,251,254,5,3,38,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/4/2020,5245,261,115,-136,8,3,39,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/5/2020,5822,275,577,462,14,6,40,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/6/2020,5934,283,112,-465,8,-6,41,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/7/2020,6129,294,195,83,11,3,42,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/8/2020,6288,298,159,-36,4,-7,43,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Kentucky,US,5/9/2020,6440,304,152,-7,6,2,44,3/26/2020,5,691509,94.7,20400,1.1,23.3,48392,67110,262173,265416,17.9,3/6/2020,5/20/2020,0,9,1,1,2
Connecticut,US,3/10/2020,2,0,2,2,0,0,-13,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/11/2020,3,0,1,-1,0,0,-12,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/12/2020,5,0,2,1,0,0,-11,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/13/2020,11,0,6,4,0,0,-10,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/14/2020,22,0,11,5,0,0,-9,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/15/2020,24,0,2,-9,0,0,-8,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/16/2020,30,0,6,4,0,0,-7,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/17/2020,68,0,38,32,0,0,-6,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/18/2020,68,0,0,-38,0,0,-5,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/19/2020,159,2,91,91,2,2,-4,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/20/2020,194,3,35,-56,1,-1,-3,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/21/2020,194,4,0,-35,1,0,-2,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/22/2020,327,8,133,133,4,3,-1,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/23/2020,415,10,88,-45,2,-2,0,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/24/2020,618,12,203,115,2,0,1,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/25/2020,875,19,257,54,7,5,2,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/26/2020,1012,21,137,-120,2,-5,3,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/27/2020,1291,27,279,142,6,4,4,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/28/2020,1524,33,233,-46,6,0,5,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/29/2020,1993,34,469,236,1,-5,6,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/30/2020,2571,36,578,109,2,1,7,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,3/31/2020,3128,69,557,-21,33,31,8,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/1/2020,3557,85,429,-128,16,-17,9,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/2/2020,3824,112,267,-162,27,11,10,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/3/2020,4914,131,1090,823,19,-8,11,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/4/2020,5276,165,362,-728,34,15,12,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/5/2020,5675,189,399,37,24,-10,13,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/6/2020,6906,206,1231,832,17,-7,14,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/7/2020,7781,277,875,-356,71,54,15,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/8/2020,7781,326,0,-875,49,-22,16,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/9/2020,9784,380,2003,2003,54,5,17,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/10/2020,10538,448,754,-1249,68,14,18,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/11/2020,11510,494,972,218,46,-22,19,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/12/2020,12035,554,525,-447,60,14,20,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/13/2020,13381,602,1346,821,48,-12,21,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/14/2020,13989,671,608,-738,69,21,22,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/15/2020,14755,868,766,158,197,128,23,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/16/2020,15884,971,1129,363,103,-94,24,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/17/2020,16809,1036,925,-204,65,-38,25,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/18/2020,17550,1086,741,-184,50,-15,26,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/19/2020,17962,1127,412,-329,41,-9,27,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,1,2,2
Connecticut,US,4/20/2020,19815,1331,1853,1441,204,163,28,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/21/2020,20360,1423,545,-1308,92,-112,29,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/22/2020,22469,1544,2109,1564,121,29,30,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/23/2020,23100,1639,631,-1478,95,-26,31,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/24/2020,23936,1767,836,205,128,33,32,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/25/2020,24583,1865,647,-189,98,-30,33,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/26/2020,25269,1924,686,39,59,-39,34,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/27/2020,25997,2012,728,42,88,29,35,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/28/2020,26312,2087,315,-413,75,-13,36,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/29/2020,26767,2169,455,140,82,7,37,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,4/30/2020,27700,2257,933,478,88,6,38,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/1/2020,28764,2339,1064,131,82,-6,39,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/2/2020,29287,2436,523,-541,97,15,40,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/3/2020,29287,2436,0,-523,0,-97,41,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/4/2020,29973,2556,686,686,120,120,42,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/5/2020,30621,2633,648,-38,77,-43,43,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/6/2020,30995,2718,374,-274,85,8,44,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/7/2020,31784,2797,789,415,79,-6,45,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/8/2020,32411,2874,627,-162,77,-2,46,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Connecticut,US,5/9/2020,32984,2932,573,-54,58,-19,47,3/23/2020,6,587580,92.9,84347,4.7,26.3,76106,109693,167022,196809,10,3/10/2020,5/20/2020,0,10,3,2,2
Louisiana,US,3/10/2020,1,0,1,1,0,0,-13,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/11/2020,6,0,5,4,0,0,-12,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/12/2020,19,0,13,8,0,0,-11,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/13/2020,36,0,17,4,0,0,-10,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/14/2020,77,1,41,24,1,1,-9,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/15/2020,91,2,14,-27,1,0,-8,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/16/2020,136,3,45,31,1,0,-7,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/17/2020,196,4,60,15,1,0,-6,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/18/2020,257,4,61,1,0,-1,-5,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/19/2020,392,10,135,74,6,6,-4,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/20/2020,538,14,146,11,4,-2,-3,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/21/2020,585,16,47,-99,2,-2,-2,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/22/2020,837,20,252,205,4,2,-1,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
Louisiana,US,3/23/2020,1172,35,335,83,15,11,0,3/23/2020,6,676707,93.2,25582,1.3,25.5,47942,68823,271143,487112,19.4,3/11/2020,5/15/2020,0,11,1,2,2
